,Title,Publised_date,Views,Likes,Comments
786,#1 What is Data Structure? | Why it is so Important?,2017-12-16,517919,11513,274
787,Best Programming Language in 2018,2017-12-15,25559,689,110
788,Spring MVC Example using Java Based Configuration,2017-12-09,88430,1007,61
789,(Hindi) Questions Answered by MySirG | Saurabh Shukla | Collab,2017-12-05,24385,1447,142
790,Servlet | JSP | JDBC | Maven Example,2017-12-04,163819,2875,182
791,Telusko Collab with MySirG | Saurabh Shukla (Hindi),2017-12-04,6942,385,45
792,5 Tools for Every Software Developer,2017-12-02,207350,4126,121
793,What is JPA? | JPA Implimentation,2017-11-30,299234,6238,230
794,Silver Button | Token of Appreciation from YouTube,2017-11-27,6245,611,177
795,DevOps | Tools | Ask Experts #4 | Raj Adyanthaya,2017-11-26,3252,155,14
796,Tech Expert Thoughts #3 | Saurabh Verma | Software Testing,2017-11-19,3620,158,13
797,#4 AWS CodeStar | Push New Resources,2017-11-16,8640,114,13
798,Tech Expert Thoughts #2 | Vijay Krishna,2017-11-12,3507,227,14
799,Hibernate get vs load,2017-11-09,49291,869,31
800,Hibernate Object States Pratical | Persistence Life Cycle,2017-11-08,35283,442,17
801,Hibernate Object States | Persistence Life Cycle,2017-11-07,78911,1240,36
802,Tech Expert Thoughts #1 | Chaitanya Pathak,2017-11-05,7615,307,18
803,Sunday 10.30pm IST | Live Interaction with Industry Expert | Chaitanya Pathak,2017-11-04,2103,158,29
804,#14 Hibernate Tutorial | Fetch EAGER LAZY,2017-11-01,86060,740,39
805,#3 AWS CodeStar | Commit Changes using AWS CodeStar,2017-10-30,29946,411,34
806,#2 AWS CodeStar | Deploy Java Spring webapp on AWS,2017-10-29,61363,639,35
807,#1 AWS CodeStar | AWS Products and Free Services | Java Spring WebApp,2017-10-29,33815,295,31
808,Live : AWS Codestar | Women Techmakers | QA,2017-10-28,2398,182,11
809,User Input using BufferedReader,2017-10-25,148615,1730,53
810,StringBuffer and StringBuilder in Java,2017-10-25,188448,1973,44
811,Live Project Session 7 | Spring MVC | AWS | TEST module,2017-10-25,4573,75,2
812,Sunday Live,2017-10-22,2726,261,25
813,#4 Java 9 | Inter Module Dependency,2017-10-19,9362,202,16
814,#3 Java 9 |  How to create a Module?,2017-10-18,27949,199,13
815,#2 Java 9 | Why Modularity?,2017-10-18,15285,144,15
816,#1 Java 9 | Modularity | Introduction,2017-10-17,21841,315,16
817,Announcement : Core and Adv Java Batch,2017-10-17,54157,234,16
818,Live : Self-Motivation is a key,2017-10-15,3357,291,36
819,Why Unique Package name in Java?,2017-10-12,3299,73,7
820,What is Jar file? | How to make a Jar in Eclipse?,2017-10-10,102017,1311,76
821,How to Upload Project on GitHub using Eclipse,2017-10-09,182438,2024,110
822,Sunday Live QnA,2017-10-08,2690,258,30
823,JSP to Servlet Conversion Practical,2017-10-01,20128,229,17
824,Spring AOP Tutorial,2017-09-29,144414,1748,120
825,Spring Framework Example on Netbeans,2017-09-28,47575,376,35
826,JShell | REPL | Part 3,2017-09-27,6245,129,10
827,JShell | REPL | Part 2,2017-09-27,10019,89,4
828,JShell | REPL | Part 1,2017-09-26,22062,273,33
829,JDK 9 Unboxing,2017-09-26,19109,338,31
830,Java 9 | What's New?,2017-09-25,78920,2271,181
831,Live Q n A : 100k Subscribers,2017-09-17,2164,146,23
832,100K subscribers 😊😊,2017-09-16,3289,145,36
833,Sunday Live Q&A,2017-09-10,3512,315,41
834,Mockito JUnit Example,2017-08-31,268085,3628,123
835,What is JUnit? | Why Mockito?,2017-08-30,316745,5262,165
836,Sunday Live,2017-08-27,2770,250,30
837,What is Agile?,2017-08-15,874183,17027,316
838,GitHub Fork,2017-08-12,142745,1524,56
839,Creating Branch in GitHub | Pull Request | Merge,2017-08-11,261467,2133,50
840,#2 Git Tutorial | GitHub Creating Repository,2017-08-10,387244,3389,63
841,#1 Git Tutorial | GitHub SignUp,2017-08-10,266861,2916,45
842,#0 Git Tutorial | What is Git? | Github,2017-08-09,922962,14007,396
843,Why Git? | Collaboration,2017-08-08,5713,133,15
844,How to Install BASH Shell on Windows 10,2017-08-07,97473,882,60
845,Sunday Live QA,2017-08-06,3921,345,33
846,How to buy a Laptop for Programming?,2017-07-30,273609,4755,443
847,How I taught Youtube to my Mom? | Telusko Kitchen  | Live Q&A,2017-07-29,3327,233,10
848,How to get a Job? | Freelancer | Internship,2017-07-28,132213,4419,213
849,#18 RESTful Web Services |  Spring JPA | REST,2017-07-25,44276,412,68
850,#17 RESTful Web Services | Spring Rest | Spring Boot Example,2017-07-25,179290,1416,51
851,#16 RESTful Web Services |  Recap,2017-07-25,30277,316,18
852,10 million views Celebration 😎,2017-07-23,3075,217,16
853,Live Chat with Shadab | Android Developer,2017-07-22,5679,270,43
854,Login using Servlet and JSP |  JDBC | Part 3,2017-07-20,99044,1102,103
855,Login using Servlet and JSP | How to Prevent Back button after Logout? |  Part 2,2017-07-19,123572,1635,120
856,Q n A Sunday Live,2017-07-16,3730,283,39
857,What is Torrent? is it Legal? is it Safe?,2017-07-12,96349,2003,142
858,When to Learn Java Framework? | Spring,2017-07-08,156796,3897,149
859,#15 RESTful Web Services | Delete Resource,2017-07-06,22657,307,21
860,#14  RESTful Web Services | Update Resource using PUT method,2017-07-06,30595,261,13
861,#44 Kotlin Tutorial | Filter and Map,2017-07-06,11800,138,43
862,#43 Kotlin Tutorial | Higher Order Function,2017-07-05,15421,247,18
863,#42 Kotlin Tutorial | List of Objects,2017-07-05,9552,113,7
864,#41 Kotlin Tutorial | List,2017-07-05,7981,100,9
865,Interface reference and Class Object,2017-06-30,26178,654,35
866,Method Reference in Java 8,2017-06-29,131509,1682,113
867,1.1.2 Prerequisites to Learn Java,2017-06-28,245075,4502,108
868,#13 Restful Web Services Tutorial | Consumes JSON and XML,2017-06-28,37425,236,11
869,1.4 Software Requirements for Java,2017-06-28,235965,1574,52
870,#12 Restful Web Services Tutorial | Mysql Repository part 2,2017-06-28,34806,321,18
871,#11 Restful Web Services Tutorial | Mysql Repository part 1,2017-06-28,43264,324,10
872,#10 Restful Web Services Tutorial | Working with JSON,2017-06-27,42491,356,14
873,#9 Restful Web Services Tutorial | PathParam,2017-06-27,42384,469,25
874,#8 Restful Web Services Tutorial | Send a Post Request,2017-06-27,48832,389,20
875,What is JSON ?,2017-06-26,1005586,19565,571
876,#0 Restful Web Services Tutorial | Introduction,2017-06-26,195566,2268,39
877,#7 Restful Web Services Tutorial | How to install Postman,2017-06-24,42447,348,13
878,#6 Restful Web Services Tutorial | Creating a Resource,2017-06-24,52350,564,11
879,#5 Restful Web Services Tutorial | Mock Repository,2017-06-24,61901,702,21
880,#4 Restful Web Services Tutorial | List as Resource,2017-06-24,59537,595,26
881,#3 Restful Web Services Tutorial | How to create a Resource Class,2017-06-23,92412,791,80
882,#2 Restful Web Services Tutorial | Running our First Rest Jersey Application,2017-06-23,144508,1081,51
883,#1 Restful Web Services Tutorial | Creating a Jersey Project in Eclipse,2017-06-23,232424,1809,109
884,Introduction to Maven | Theory,2017-06-21,374814,6597,183
885,Android Live Coding,2017-06-20,5981,201,11
886,"Don't Think, Just Do IT",2017-06-20,13296,282,23
887,Android Live Project Announcement,2017-06-19,2810,95,21
888,Sunday Q&A Live,2017-06-18,2053,194,23
889,Q&A Live,2017-06-17,2437,212,19
890,#40 Kotlin Tutorial | Array,2017-06-15,12680,138,20
891,What is REST API? | Web Service,2017-06-14,2801508,51840,1006
892,Telusko Android App | Live Project,2017-06-11,4768,84,23
893,New Online Live Batch : Hibernate and Spring,2017-06-11,12768,53,3
894,How About Building a Telusko Android App Live?,2017-06-10,2449,105,32
895,Why You Are an Alien ?,2017-06-09,6209,293,46
896,Next Live Session,2017-06-06,1324,25,1
897,Live Discussion with Industry Expert | 5.30pm IST Saturday,2017-06-03,3706,191,10
898,#39 Kotlin Tutorial | User Input in Kotlin,2017-06-02,18916,243,24
899,#38 Kotlin Tutorial | Backtick As Escape Character,2017-06-02,6031,91,2
900,#37 Kotlin Tutorial | Companion Object | Factory Pattern,2017-06-02,9112,137,14
901,Discussion with Industry Expert | Live | Saturday,2017-06-01,5219,89,5
902,#36 Kotlin Tutorial | Companion Object,2017-06-01,16671,298,20
903,#35 Kotlin Tutorial |  Anonymous inner class,2017-06-01,8858,201,7
904,Java Web Development Session 8,2017-05-31,8099,84,9
905,Live Session 10 | Code Module,2017-05-31,1537,75,0
906,5 Skills Every IT Professional Should Have,2017-05-29,218794,5225,179
907,#34 Kotlin Tutorial | Object Keyword,2017-05-25,12670,205,23
908,#33 Kotlin Tutorial | Data Class,2017-05-25,13102,258,19
909,#32 Kotlin Tutorial | Interface,2017-05-25,11742,173,11
910,#31 Kotlin Tutorial | Abstract class,2017-05-25,9544,155,10
911,#30 Kotlin Tutorial | Constructor in Inheritance,2017-05-25,8750,134,9
912,#29 Kotlin Tutorial | Inheritance,2017-05-25,12313,214,17
913,#28 Kotlin Tutorial | Secondary Constructor,2017-05-25,11591,185,14
914,#27 Kotlin Tutorial | Constructor,2017-05-24,15220,242,10
915,#26 Kotlin Tutorial | Tail Recursion | Factorial,2017-05-24,9143,137,27
916,#25 Kotlin Tutorial | Recursion | Factorial | Part 2,2017-05-24,7978,127,3
917,#24 Kotlin Tutorial  | Recursion,2017-05-24,10031,142,2
918,#23 Kotlin Tutorial | Infix and Operator Overloading,2017-05-23,14075,265,18
919,#22 Kotlin Tutorial | Extension Function,2017-05-23,14356,212,14
920,#0 Kotlin Tutorial | Welcome,2017-05-22,143252,1401,97
921,#21 Kotlin Tutorial | Try Expression,2017-05-22,10141,118,6
922,#20 Kotlin Tutorial | String to Integer,2017-05-22,12627,174,6
923,#18 Kotlin Tutorial | Function calling from Java,2017-05-22,14032,173,11
924,#19 Kotlin Tutorial | Default and Named Parameters,2017-05-22,12057,222,12
925,#17 Kotlin Tutorial | Function Expression,2017-05-22,14614,241,11
926,#16 Kotlin Tutorial List and Map,2017-05-21,22027,234,18
927,#15 Kotlin Tutorial Loops and Range,2017-05-21,19885,339,39
928,#14 Kotlin Tutorial When Expression,2017-05-21,16829,273,26
929,#12 Kotlin Tutorial | String Comparison,2017-05-21,17760,201,16
930,#13 Kotlin Tutorial | Null Handling,2017-05-20,22745,270,23
931,#11 Kotlin Tutorial | If Else Expression,2017-05-20,19627,314,10
932,#10 Kotlin Tutorial | String Template,2017-05-20,19933,232,19
933,#9 Kotlin Tutorial | Operators,2017-05-20,21070,189,12
934,#8 Kotlin Tutorial | Decompile Bytecode,2017-05-20,25430,226,14
935,#7 Kotlin Tutorial | Convert Java Kotlin,2017-05-20,23173,264,29
936,#6 Kotlin Tutorial | Kotlin Java together,2017-05-20,28799,267,18
937,#5 Kotlin Tutorial | Var Val,2017-05-20,32218,251,17
938,#4 Kotlin Tutorial | Class | Object,2017-05-19,55151,648,52
939,#3 Kotlin Tutorial | IntelliJ | Android Studio 3,2017-05-19,57467,336,31
940,#2 Kotlin Tutorial | Hello World,2017-05-19,90247,696,45
941,#1 Kotlin Tutorial | Introduction,2017-05-19,128570,1693,85
942,Will Kotlin replace Java? | Is Java Dead?,2017-05-19,58275,1084,158
943,Kotlin : Officially First Class Language For ANDROID,2017-05-18,23192,492,193
944,History of Programming Languages Part 2,2017-05-18,7673,317,27
945,History of Programming Languages Part 1,2017-05-17,25272,403,29
946,Java Web Development Session 7,2017-05-16,5200,39,9
947,Live Project Session 9 | Result,2017-05-15,9208,103,3
948,Java Web Development Session 6,2017-05-05,6253,63,5
949,Live Project Session 8 | Test Module,2017-05-05,3805,57,2
950,Live Session 8 | Test Module Requirements,2017-05-03,3001,32,2
951,Java Web Development Session 5 | Hibernate Native Query,2017-04-28,7012,80,5
952,Live Project Session 7 | Test Module,2017-04-28,1587,48,1
953,Java Web Development Session 4 | Amazon Web Service Deployment,2017-04-26,11582,127,15
954,Live Project Session 6 | Test Module | Deployment,2017-04-26,5891,127,3
955,Java Web Development Session 3 | Spring Hibernate MySQL Integration,2017-04-24,27132,293,23
956,95% Engineers UNFIT for Software Development JOBS,2017-04-23,212249,4889,430
957,Java Web Development Session 2 | Google App Engine | Spring MVC,2017-04-22,23114,136,13
958,Live Project Session 5 | Spring MVC,2017-04-21,9251,237,21
959,Live Project Session 4 | Spring MVC,2017-04-18,14074,229,21
960,Java Web Development Session 1 | Maven | Spring MVC,2017-04-17,130686,1120,47
961,Live Project Session 3 | Maven | Spring MVC,2017-04-17,18177,476,13
962,Should we Boycott Snapchat?? | QA Live,2017-04-16,3648,157,13
963,First Live Project Discussion | Module 1,2017-04-14,6617,138,17
964,WeekEnd Java SE Live Batch  starts from Sunday,2017-04-11,5053,37,4
965,Live Project Telusko Session 1 part 2,2017-04-10,17657,249,19
966,Live Project Telusko Session 1 part 1,2017-04-10,40675,738,49
967,What to do and What not to do on Bench? Ft. Sonam Ramsinghani,2017-04-10,86601,2063,112
968,Introduction to Rest Web Service Tutorial Practical by Majrul Ansari,2017-04-08,33241,274,27
969,YouTube removes monetization from channels under 10K lifetime views,2017-04-07,11680,196,57
970,Introduction to REST Webservice part 5 | HATEOAS by Majrul Ansari,2017-04-07,35973,406,23
971,Introduction to REST Webservice part 4 by Majrul Ansari,2017-04-06,30065,427,13
972,Introduction to REST Web Service part 3 by Majrul Ansari,2017-04-06,43464,738,18
973,Live Coding | Live Project | 50000 Subscribers | Giveaway,2017-04-05,3433,236,59
974,Introduction to REST Web Service part 2 | What REST Means?,2017-04-05,54005,399,12
975,Introduction to REST Web service part 1 by Majrul Ansari,2017-04-04,106338,814,37
976,Introduction to JUnit Testing by Shalini Mittal,2017-04-04,79338,1389,70
977,Introduction to Software and Unit Testing by Shalini Mittal,2017-04-03,46447,648,59
978,How to do a Presentation?,2017-03-30,5643,220,24
979,Packet Tracer DNS Email (SMTP | POP3) HTTP Practical | BSc IT | MCA,2017-03-29,7235,109,8
980,Which is the Best Programming Language to Learn First?,2017-03-29,83307,2962,209
981,Who is between you and your success? | Avoid Distraction,2017-03-28,17077,755,36
982,Why you should not Buy College Final Year Project?,2017-03-27,6036,214,34
983,How to get a Job at Google? | Code Jam 2017,2017-03-22,257894,6588,289
984,BScIT Practical Cisco Packet Tracer,2017-03-21,19090,328,11
985,Are you secure in Virtual World? | Someone is watching you | Tape your Webcam,2017-03-20,3208,166,16
986,Why use Linux? | Programmer preferred OS,2017-03-16,128327,2774,342
987,7.14 Why Non-Static variables does not work in Static method in Java?,2017-03-16,152773,3382,308
988,HttpServletRequest and HttpServletResponse Theory,2017-03-10,228463,2361,56
989,Features in Different Java Versions JDK 1.0 to Java 8,2017-03-10,32081,579,21
990,Boolean Algebra Theorems,2017-03-09,4293,77,2
991,Boolean Algebra | MCA CET | Computer Concepts,2017-03-08,4231,95,4
992,Should you learn AI? | Artificial Intelligence | Machine Learning | Deep learning,2017-03-08,175812,3678,284
993,FaceBook still depends on php? | FaceBook Technology Stack | How FaceBook Works,2017-03-07,22581,668,75
994,Telusko Tshirt,2017-03-06,1190,63,26
995,Best Programming Language,2017-03-02,441241,8874,535
996,Mantissa and Exponent in Binary | MCA CET 2017,2017-03-02,35217,438,30
997,Two's Complement | 2's | Binary Arithmetic | MCA CET 2017,2017-03-01,3108,89,7
998,Binary Subtraction | MCA CET 2017,2017-03-01,1257,28,4
999,Why 1+1=0 in Binary Number System,2017-02-28,9830,294,18
1000,Binary Addition | MCA CET 2017,2017-02-28,2565,66,3
1001,Composite Design Pattern Practical,2017-02-28,84806,1629,66
1002,Composite Design Pattern Theory,2017-02-27,100424,1913,41
1003,Invest in your SkillSet,2017-02-26,10478,405,37
1004,AlienHunt Tech Quiz,2017-02-26,1476,69,0
1005,Power of Spring Boot,2017-02-25,50979,942,26
1006,Servlet Filter Tutorial Theory,2017-02-25,94941,1337,57
1007,8.16 Abstraction in Java,2017-02-23,265373,3973,147
1008,MVC using Servlet and JSP,2017-02-22,182088,3469,138
1009,How JSP translated into Servlets?,2017-02-21,189143,3065,139
1010,Lets play Tech Quiz,2017-02-19,1781,90,17
1011,Prototype Design Pattern in Java,2017-02-17,110933,2083,102
1012,Its all about purpose...,2017-02-16,1470,102,13
1013,40k subscribers celebration,2017-02-12,6045,154,33
1014,Spring MVC Tutorial for Beginners,2017-02-08,555482,8374,168
1015,Duke Batch Core Java  Session 2,2017-02-07,607,13,0
1016,Giveaway Free Core Java Course  | Celebrating ~40k Subscribers,2017-02-05,1511,82,8
1017,JDBC in JSP,2017-02-05,10236,104,5
1018,Introduction to Servlets,2017-02-02,950144,9716,278
1019,RDBMS Types | Different Tools,2017-01-31,14907,274,7
1020,#22 Hibernate Tutorial | HQL | Hibernate Query Language part 3,2017-01-29,33168,634,26
1021,#21 Hibernate Tutorial | HQL | Hibernate Query Language part 2,2017-01-28,43994,509,13
1022,#20 Hibernate Tutorial | HQL | Hibernate Query Language part 1,2017-01-26,59041,671,35
1023,#19 Hibernate Tutorial | HQL | Hibernate Query Language Theory,2017-01-21,60018,1060,11
1024,Introduction to Servlets,2017-01-20,380069,5646,155
1025,C Programming for Beginners | What is C language  | Tutorial,2017-01-20,417984,6645,152
1026,#13 Hibernate Tutorial | Mapping Relations Practical,2017-01-19,146050,1800,141
1027,#12 Hibernate Tutorial | Mapping Relations Theory,2017-01-19,240940,4358,243
1028,#18 Hibernate Tutorial | Caching Level 2 with Query,2017-01-18,43328,665,17
1029,#17 Hibernate Tutorial | Caching Level 2,2017-01-18,60623,695,31
1030,#16 Hibernate Tutorial | Caching Level 1,2017-01-18,63140,934,18
1031,#15 Hibernate Tutorial | Caching,2017-01-15,98662,1984,33
1032,#2 Hibernate Tutorial | Prerequisites,2017-01-14,168290,1476,19
1033,#11 Hibernate Tutorial | Embeddable,2017-01-12,79612,1028,28
1034,#1 Hibernate Tutorial | Introduction,2017-01-09,370829,4036,65
1035,How to be an IOS developer,2017-01-08,4884,233,23
1036,#10 Hibernate Tutorial | Fetching,2017-01-07,81813,938,14
1037,#5 Hibernate Tutorial | How to add Hibernate Plugin in Eclipse,2017-01-07,128200,457,13
1038,#9 Hibernate Tutorial | Annotation,2017-01-05,84324,829,21
1039,IDE's for Java Developer | Recorded Live Session,2017-01-05,747,18,2
1040,#8 Hibernate Tutorial | Show sql Property,2017-01-05,82009,923,17
1041,#6 Hibernate Tutorial | Configuration File,2017-01-04,170639,887,90
1042,#7 Hibernate Tutorial | Working,2017-01-04,118971,1498,91
1043,#4 Hibernate Tutorial | Practical,2017-01-04,191304,1832,58
1044,#3 Hibernate Tutorial | Theory,2017-01-02,185245,2691,64
1045,Making of Scrum Board at Telusko | Time Lapse,2016-12-27,6340,75,2
1046,JSTL Tutorial Function Tags,2016-12-26,35469,466,15
1047,JSTL Tutorial SQL tags part 2,2016-12-26,33422,446,20
1048,JSTL Tutorial SQL tags Part 1,2016-12-26,44623,492,15
1049,JSTL Tutorial part 2 Core Tags,2016-12-26,76450,893,74
1050,JSTL Tutorial part 1 EL,2016-12-26,103178,827,41
1051,Live : Merry Christmas | 5pm IST,2016-12-25,626,42,3
1052,Adv Java PacMan Batch Session 1,2016-12-24,1680,48,1
1053,Telusko Learnings Playlist,2016-12-15,9233,50,2
1054,14.10 Map Interface in Java Collection Framework,2016-12-08,215526,1826,53
1055,14.9 Set Interface in Java Collection Framework,2016-12-07,137902,1130,34
1056,15.10 Annotation in Java part 3 | Using Custom Annotation,2016-12-02,89657,2001,55
1057,15.9 Annotation in Java part 2 | Creating Custom Annotation,2016-12-02,119613,2497,37
1058,15.8 Annotation in Java part 1 | Basics,2016-12-02,181493,2868,70
1059,Generics in Java,2016-12-02,407563,5054,159
1060,15.7 enum in Java part 3 | Enum class,2016-11-30,62016,921,29
1061,15.6 enum in Java part 2 | Switch & Working,2016-11-30,81733,1146,25
1062,15.5 enum in Java part 1 | Basics,2016-11-30,176941,2393,34
1063,13.8 Multithreading InterThread Communication | Producer Consumer,2016-11-25,259581,2519,124
1064,13.6 Multithreading Thread Priority in Java,2016-11-24,138162,996,44
1065,13.4 MultiThreading using Lambda Expression,2016-11-24,165058,1395,44
1066,13.3 Multithreading using Runnable Interface,2016-11-24,252275,2307,68
1067,13.2 Multithreading in Java Practical,2016-11-24,471082,5196,191
1068,13.5 MultiThreading join and isAlive method in Java,2016-11-24,151067,1481,41
1069,13.7 Multithreading Synchronized Keyword,2016-11-24,325579,4228,201
1070,Celebrating 4 millions Views | Contest Winner Announcement,2016-11-06,1188,56,8
1071,Binary Conversion Tutorial,2016-11-03,5406,111,8
1072,Tuples in Scala,2016-11-02,7678,80,22
1073,List of Complex Objects in Scala,2016-11-02,7813,69,10
1074,Show off | Morning Motivation,2016-11-02,995,56,9
1075,Social Networking | Morning Motivation,2016-11-01,781,49,7
1076,Why to learn Multiple Programming Languages?,2016-10-30,9368,305,17
1077,Scala Type Hierarchy,2016-10-23,7531,74,5
1078,"1.9 List Reverse , Drop and Take Scala Tutorial",2016-10-22,8704,65,2
1079,Minimum skills required to get into IT Company,2016-10-22,271715,8242,304
1080,List and Lambda Expression in Scala,2016-10-22,12571,83,3
1081,Creating Methods in Scala Tutorial,2016-10-21,14663,84,8
1082,Class and Object in Scala Tutorial,2016-10-21,26023,158,18
1083,17.22 New Date Time Api in Java 8,2016-10-21,155606,1739,85
1084,How to acheive Something | Morning Motivation,2016-10-21,2421,149,9
1085,Scala Defining Variable using var and val,2016-10-19,17527,136,17
1086,Scala First Code Tutorial,2016-10-19,53974,417,41
1087,Scala Setup Tutorial,2016-10-19,27520,435,20
1088,Scala Prerequisites,2016-10-18,19611,176,15
1089,What is Scala and Why to Learn Scala?,2016-10-18,204851,2391,167
1090,My 2 cents on IT Companies and Options,2016-10-18,2060,91,15
1091,Whats wrong with IT Colleges in India,2016-10-16,5013,200,31
1092,Live : Celebrating 25K Subscribers,2016-10-02,965,50,12
1093,UDP Socket Programming in Java Tutorial,2016-09-24,104079,1097,78
1094,Java Server Faces Tutorial | JSF Example,2016-09-24,99129,986,61
1095,Live : Career Guidance,2016-09-22,3531,119,17
1096,File Upload in Java Servlet,2016-09-19,101075,678,107
1097,Java Course Neon Session 2,2016-09-19,516,12,0
1098,12.2 Properties File in Java,2016-09-15,76229,777,35
1099,Live : Q&A Session,2016-09-03,1011,52,10
1100,Live : Q&A Session,2016-06-24,903,38,7
1101,7.8 Object Passing in Java,2016-06-18,158789,1208,84
1102,Live : Q&A Session,2016-06-16,660,13,11
1103,Why Learn JavaScript ?,2016-06-11,293325,6648,310
1104,17.11 Stream API in Java 8 Tutorial,2016-06-09,340019,3235,86
1105,SQLite in Android Studio,2016-06-01,41629,469,32
1106,Matrix Multiplication in Java Practical,2016-06-01,78904,739,24
1107,SQLite in Android Theory,2016-06-01,54081,780,38
1108,Matrix Multiplication in Java Theory,2016-05-31,115028,2496,66
1109,3.2 How to learn Java from Telusko,2016-05-29,133631,1664,69
1110,MultiThreading in Java Theory,2016-05-28,707889,8793,233
1111,Macbook Hidden Feature Discovered  | LOGO,2016-05-26,558,28,6
1112,9.9 String is Immutable,2016-05-26,273503,4019,211
1113,Live : Q&A Session | How to utilize vacation to learn something new?,2016-05-23,482,14,8
1114,Announcement for Java Course 23rd May,2016-05-20,490,13,4
1115,"2nd Live Session | Interface , Array in Java",2016-05-19,852,10,0
1116,10.1 Exception Handling in Java Theory,2016-05-19,421999,6018,127
1117,Live : Q&A Session | Resources to Learn Programming 2,2016-05-19,261,15,2
1118,Live : Q&A Session | Resources to Learn Programming 1,2016-05-19,312,21,3
1119,11.1 Object Cloning in Java Theory,2016-05-17,141590,2022,61
1120,Live : Q&A Session How to be an Android Developer,2016-05-15,1586,92,26
1121,1st Live Java Session with Students,2016-05-12,412,12,2
1122,7.15 Count Number of Objects of Class in Java,2016-05-12,100037,1530,123
1123,WebView in Android Tutorial,2016-05-12,44609,395,35
1124,"7.11 Access Modifiers in Java | Public, Protected, Private",2016-05-07,230053,2446,77
1125,8.7 Polymorphism in Java,2016-05-07,253098,3518,204
1126,8.15 Anonymous Object in Java,2016-05-06,105611,2008,292
1127,Live Session : How to be a good Software Developer?,2016-05-04,886,36,6
1128,Logic Pattern,2016-05-03,2030,20,1
1129,SeekBar in Android,2016-05-03,25014,152,21
1130,RatingBar in Android,2016-05-03,32868,197,15
1131,7.9 Packages in Java Theory,2016-05-03,212360,2612,71
1132,"8.22 Interface in Java 8 Default , Static Methods | New features",2016-05-03,478583,6847,505
1133,Telusko Android App Demo,2016-05-02,19435,143,29
1134,Q&A Session Live by Navin Reddy,2016-05-01,1268,35,5
1135,Training Tips by Navin Reddy,2016-05-01,661,21,2
1136,How I make Videos for Youtube |  Happy Anniversary Telusko,2016-04-29,21379,826,64
1137,AsyncTask in Android Practicle | Android Tutorial for beginners,2016-04-28,74670,674,95
1138,Spring Core Annotation Component AutoWired Primary Qualifier,2016-04-27,88857,1282,74
1139,"Spring Core Annotation | Configuration, Bean",2016-04-27,236713,1721,84
1140,"Spring MVC Annotation | Controller, Configuration, RequestMapping, ComponentScan",2016-04-27,166105,1059,56
1141,Spring MVC Annotation | RequestParam,2016-04-27,69652,297,13
1142,Q&A Session Navin Reddy #2,2016-04-20,3312,43,9
1143,14.11 HashMap and HashTable in Java,2016-04-18,587584,7394,245
1144,Will Google Replace Java With Swift for Android?,2016-04-14,10354,116,50
1145,#2.4 Naming Convention in Java,2016-04-14,227086,2336,42
1146,14.6 Comparator Interface in Java Part 3,2016-04-07,237582,3117,136
1147,14.3 Collection and Generics | List Interface,2016-04-06,178376,1246,56
1148,14.2 Collection and Generics in Java |  Practical,2016-04-06,258623,2565,71
1149,14.5 LinkedList vs ArrayList in Java,2016-04-04,359739,5478,237
1150,16.4 Java Database Connectivity Practical Part 3 | insert,2016-04-04,175835,2093,41
1151,16.3 Java Database Connectivity Practical Part 2,2016-04-04,195737,1410,51
1152,16.2 Java Database Connectivity Practical,2016-04-03,697763,8114,493
1153,14.4 Vector vs ArrayList in Java,2016-04-03,210763,2160,95
1154,9.7 Wrapper Class in Java Tutorial,2016-04-03,182022,2958,75
1155,ExpandableListView In Android - Theory | Android Tutorial for Beginners,2016-04-03,13025,122,20
1156,ExpandableListView In Android - Practicle | Android Tutorial for Beginners,2016-04-02,38673,275,60
1157,ListView in Android Theory | Android Tutorial for Beginners,2016-04-02,15325,122,4
1158,16.5 Class forName use in JDBC,2016-03-31,143183,1828,84
1159,8.17 Abstract Class in Java Tutorial Theory,2016-03-30,205809,2562,93
1160,16.1  JDBC | Java Database Connectivity Theory Tutorial,2016-03-30,983868,13515,546
1161,6.4 Enhanced Forloop Tutorial Theory,2016-03-30,101741,724,21
1162,Custom ListView-ListView with Image and Text in Android | Android Tutorial for Beginners,2016-03-29,49066,193,28
1163,ListView in Android | Android Tutorial forBeginners,2016-03-29,25757,270,30
1164,8.18 Abstract Class in Java Example,2016-03-28,337880,3986,242
1165,#4.2 Constructor in Java Theory,2016-03-28,381488,4874,195
1166,Q&A  Navin Reddy Session 1,2016-03-27,4973,140,20
1167,XML Tutorial for Beginners Theory,2016-03-25,555986,5879,182
1168,Menu in Android | Android Tutorial for Beginners,2016-03-25,36873,260,18
1169,XML Introduction  1 |  Basic,2016-03-25,248785,2307,86
1170,XML Introduction 2 | DTD Structural Grammar,2016-03-25,185612,1406,55
1171,XML Introduction 3  | Schema,2016-03-25,148510,1136,83
1172,Custom AlertDialog-showing Activity in AlertDialog | Android Tutorial for Beginners,2016-03-24,34188,177,14
1173,Asynctask in Android -Theory | Android Tutorial for Beginner,2016-03-24,92121,1682,107
1174,Pointers in C with Array,2016-03-24,61679,757,116
1175,Pointers in C Theory,2016-03-24,96258,1471,56
1176,AlertDialog in Android Tutorial,2016-03-22,55587,433,19
1177,Builder Design Pattern in Java Theory,2016-03-21,193868,1709,53
1178,Tomcat Server Download and Configure,2016-03-18,41343,179,17
